Epoch,Top-1 Accuracy,Top-5 Accuracy,Total Loss,Supervised Loss,Unsupervised Loss,Test Top-1 Accuracy,Test Top-5 Accuracy
1,6.896551609039307,31.034482955932617,3.8165342211723328,3.8165342211723328,0.0,1.6898337421640774,18.288361951485417
2,34.482757568359375,68.96551513671875,1.7163735926151276,1.7163735926151276,0.0,1.6898337421640774,18.288361951485417
3,55.17241287231445,79.31034088134766,0.4467696398496628,0.43290048837661743,0.013869147951481864,1.6898337421640774,18.288361951485417
4,37.931034088134766,72.4137954711914,0.18390025570988655,0.12870773673057556,0.05519251880468801,1.6898337421640774,18.288361951485417
5,48.27585983276367,79.31034088134766,0.11921756714582443,0.052506708074361086,0.06671086000278592,1.6898337421640774,18.288361951485417
6,55.17241287231445,79.31034088134766,0.11869986541569233,0.023852413287386298,0.09484745375812054,1.6898337421640774,18.288361951485417
7,41.379310607910156,82.75862121582031,0.13108463771641254,0.01829227223061025,0.11279236432164907,1.6898337421640774,18.288361951485417
8,34.482757568359375,82.75862121582031,0.09910648316144943,0.0228016700129956,0.07630481477826834,1.6898337421640774,18.288361951485417
9,41.379310607910156,79.31034088134766,0.12995285354554653,0.019427807070314884,0.11052504926919937,1.6898337421640774,18.288361951485417
10,37.931034088134766,75.86206817626953,0.09221675433218479,0.013441108516417444,0.07877564337104559,1.6898337421640774,18.288361951485417
11,27.586206436157227,75.86206817626953,0.16891160048544407,0.01891669654287398,0.14999490603804588,1.6898337421640774,18.288361951485417
12,24.137929916381836,79.31034088134766,0.15473736450076103,0.026822351850569248,0.1279150154441595,1.6898337421640774,18.288361951485417
13,37.931034088134766,79.31034088134766,0.15168794430792332,0.01821059628855437,0.13347734324634075,1.6898337421640774,18.288361951485417
14,41.379310607910156,79.31034088134766,0.18329302221536636,0.015523162670433521,0.16776986233890057,1.6898337421640774,18.288361951485417
15,37.931034088134766,75.86206817626953,0.15394873544573784,0.03758508013561368,0.11636365484446287,1.6898337421640774,18.288361951485417
16,34.482757568359375,68.96551513671875,0.09955686144530773,0.014543246361427009,0.08501361589878798,1.6898337421640774,18.288361951485417
17,41.379310607910156,75.86206817626953,0.15542290546000004,0.026591491419821978,0.1288314126431942,1.6898337421640774,18.288361951485417
18,37.931034088134766,72.4137954711914,0.15596465952694416,0.025900584179908037,0.13006407674401999,1.6898337421640774,18.288361951485417
19,37.931034088134766,68.96551513671875,0.11543477140367031,0.013959671137854457,0.10147510096430779,1.6898337421640774,18.288361951485417
20,37.931034088134766,72.4137954711914,0.1355657745152712,0.016415308695286512,0.11915046721696854,1.6898337421640774,18.288361951485417
