Epoch,Top-1 Accuracy,Top-5 Accuracy,Total Loss,Supervised Loss,Unsupervised Loss
1,4.72972972972973,29.72972972972973,2.487533575779683,2.3791514667304785,0.10838211492621151
2,21.95945945945946,54.054054054054056,3.1424632394636,3.0522655184204512,0.0901977151720407
3,25.0,65.54054054054055,2.645277426049516,2.534245990418099,0.11103143094963319
4,20.60810810810811,64.1891891891892,2.0719720125198364,1.9001249026607823,0.17184710744264964
5,37.16216216216216,77.02702702702703,1.7121871742042336,1.5181530262972858,0.19403414458439155
6,47.972972972972975,84.79729729729729,1.2306321875469104,0.9988528602832073,0.2317793318951452
7,44.5945945945946,77.02702702702703,0.9772918176006626,0.7708238387430036,0.20646798006586126
8,50.0,86.48648648648648,0.8694259862642031,0.6291456959537558,0.24028028688720754
9,56.08108108108108,91.55405405405405,0.6480059970069576,0.41058594914706975,0.23742004785988782
10,52.36486486486486,87.5,0.5663587789277773,0.3130280562752002,0.2533307236594123
11,56.08108108108108,92.22972972972973,0.5213709819961239,0.2715296670794487,0.24984131672897855
12,56.75675675675676,90.54054054054055,0.5270302428587063,0.27543051550919945,0.2515997230201154
13,61.486486486486484,90.87837837837837,0.42371108846084493,0.18314207425794085,0.2405690144042711
14,63.851351351351354,91.21621621621621,0.3888143727908263,0.16138806319921403,0.22742631064878926
15,64.86486486486487,89.86486486486487,0.33767944171621994,0.13703648111707456,0.20064295949162664
16,61.148648648648646,90.20270270270271,0.3171292897817251,0.10647575265249691,0.21065353823674693
17,65.20270270270271,89.86486486486487,0.2762522747790491,0.08744658718540056,0.18880568887736346
18,68.24324324324324,93.58108108108108,0.22932493042301488,0.06094404169031092,0.168380888934071
19,69.5945945945946,93.91891891891892,0.25463645583069,0.0717881941991682,0.18284826423670794
20,70.60810810810811,93.24324324324324,0.22104114294052124,0.06539656715215864,0.1556445777013495
21,67.56756756756756,93.58108108108108,0.28249286336673274,0.08922801025815912,0.1932648527058395
22,69.5945945945946,93.58108108108108,0.21687743651705818,0.045903664824829715,0.17097377193135185
23,66.89189189189189,92.56756756756756,0.2278534886804787,0.06524481428031986,0.16260867525596875
24,68.91891891891892,93.91891891891892,0.21680947715366208,0.06159886629698244,0.15521060876749657
25,69.25675675675676,93.91891891891892,0.16267533781560692,0.020619116682634765,0.1420562212934365
26,71.95945945945945,94.5945945945946,0.14034736901521683,0.02677913337341837,0.11356823539008966
27,68.91891891891892,93.91891891891892,0.15464361444921107,0.019772816636612185,0.13487079739570618
28,69.5945945945946,93.91891891891892,0.1820173138702238,0.040473592303995345,0.14154372203188972
29,69.93243243243244,93.58108108108108,0.1585735018188889,0.028407581056140968,0.13016592248066053
30,72.97297297297297,95.27027027027027,0.15219973450576937,0.02712358540943446,0.12507614956514254
